date	close
8-Feb-10	194.12
5-Feb-10	195.46
4-Feb-10	192.05
3-Feb-10	199.23
2-Feb-10	195.86
1-Feb-10	194.73
29-Jan-10	192.06
28-Jan-10	199.29
27-Jan-10	207.88
26-Jan-10	205.94
25-Jan-10	203.08
22-Jan-10	197.75
21-Jan-10	208.07
20-Jan-10	211.72
19-Jan-10	215.04
18-Jan-10	205.93
15-Jan-10	205.93
14-Jan-10	209.43
13-Jan-10	210.65
12-Jan-10	207.72
11-Jan-10	210.11
8-Jan-10	211.98
7-Jan-10	210.58
6-Jan-10	210.97
5-Jan-10	214.38
4-Jan-10	214.01
1-Jan-10	210.73
31-Dec-1999	210.73
30-Dec-1999	211.64
29-Dec-1999	209.10
28-Dec-1999	211.61
25-Dec-1999	209.04
24-Dec-1999	209.04
23-Dec-1999	202.10
22-Dec-1999	200.36
21-Dec-1999	198.23
18-Dec-1999	195.43
17-Dec-1999	191.86
16-Dec-1999	195.03
15-Dec-1999	194.17
14-Dec-1999	196.98
11-Dec-1999	194.67
10-Dec-1999	196.43
9-Dec-1999	197.80
8-Dec-1999	189.87
7-Dec-1999	188.95
4-Dec-1999	193.32
3-Dec-1999	196.48
2-Dec-1999	196.23
1-Dec-1999	196.97
30-Nov-1999	199.91
27-Nov-1999	200.59
26-Nov-1999	204.19
25-Nov-1999	204.19
24-Nov-1999	204.44
23-Nov-1999	205.88
20-Nov-1999	199.92
19-Nov-1999	200.51
18-Nov-1999	205.96
17-Nov-1999	207.00
16-Nov-1999	206.63
13-Nov-1999	204.45
12-Nov-1999	201.99
11-Nov-1999	203.25
10-Nov-1999	202.98
9-Nov-1999	201.46
6-Nov-1999	194.34
5-Nov-1999	194.03
4-Nov-1999	190.81
3-Nov-1999	188.75
2-Nov-1999	189.31
30-Oct-1999	188.50
29-Oct-1999	196.35
28-Oct-1999	192.40
27-Oct-1999	197.37
26-Oct-1999	202.48
23-Oct-1999	203.94
22-Oct-1999	205.20
21-Oct-1999	204.92
20-Oct-1999	198.76
19-Oct-1999	189.86
16-Oct-1999	188.05
15-Oct-1999	190.56
14-Oct-1999	191.29
13-Oct-1999	190.02
12-Oct-1999	190.81
9-Oct-1999	190.47
8-Oct-1999	189.27
7-Oct-1999	190.25
6-Oct-1999	190.01
5-Oct-1999	186.02
2-Oct-1999	184.90
1-Oct-1999	180.86
30-Sep-1999	185.35
29-Sep-1999	185.38
28-Sep-1999	186.15
25-Sep-1999	182.37
24-Sep-1999	183.82
23-Sep-1999	185.50
22-Sep-1999	184.48
21-Sep-1999	184.02
18-Sep-1999	185.02
17-Sep-1999	184.55
16-Sep-1999	181.87
15-Sep-1999	175.16
14-Sep-1999	173.72
11-Sep-1999	172.16
10-Sep-1999	172.56
9-Sep-1999	171.14
8-Sep-1999	172.93
4-Sep-1999	170.31
3-Sep-1999	166.55
2-Sep-1999	165.18
1-Sep-1999	165.30
31-Aug-1999	168.21
28-Aug-1999	170.05
27-Aug-1999	169.45
26-Aug-1999	167.41
25-Aug-1999	169.40
24-Aug-1999	169.06
21-Aug-1999	169.22
20-Aug-1999	166.33
19-Aug-1999	164.60
18-Aug-1999	164.00
17-Aug-1999	159.59
14-Aug-1999	166.78
13-Aug-1999	168.42
12-Aug-1999	165.31
10-Aug-1999	164.72
7-Aug-1999	165.51
6-Aug-1999	163.91
5-Aug-1999	165.11
4-Aug-1999	165.55
3-Aug-1999	166.43
31-Jul-1999	163.39
30-Jul-1999	162.79
29-Jul-1999	160.03
28-Jul-1999	160.00
27-Jul-1999	160.10
24-Jul-1999	159.99
23-Jul-1999	157.82
22-Jul-1999	156.74
21-Jul-1999	151.51
20-Jul-1999	152.91
17-Jul-1999	151.75
16-Jul-1999	147.52
15-Jul-1999	146.88
14-Jul-1999	142.27
13-Jul-1999	142.34
10-Jul-1999	138.52
9-Jul-1999	136.36
8-Jul-1999	137.22
7-Jul-1999	135.40
6-Jul-1999	138.61
3-Jul-1999	140.02
2-Jul-1999	140.02
1-Jul-1999	142.83
30-Jun-1999	142.43
29-Jun-1999	141.97
26-Jun-1999	142.44
25-Jun-1999	139.86
24-Jun-1999	136.22
23-Jun-1999	134.01
22-Jun-1999	137.37
19-Jun-1999	139.48
18-Jun-1999	135.88
17-Jun-1999	135.58
16-Jun-1999	136.35
15-Jun-1999	136.09
12-Jun-1999	136.97
11-Jun-1999	139.95
10-Jun-1999	140.25
9-Jun-1999	142.72
8-Jun-1999	143.85
5-Jun-1999	144.67
4-Jun-1999	143.74
3-Jun-1999	140.95
2-Jun-1999	139.49
1-Jun-1999	139.35
29-May-1999	135.81
28-May-1999	135.07
27-May-1999	133.05
26-May-1999	130.78
22-May-1999	122.50
21-May-1999	124.18
20-May-1999	125.87
19-May-1999	127.45
18-May-1999	126.65
15-May-1999	122.42
14-May-1999	122.95
13-May-1999	119.49
12-May-1999	124.42
11-May-1999	129.57
8-May-1999	129.19
7-May-1999	129.06
6-May-1999	132.50
5-May-1999	132.71
4-May-1999	132.07
1-May-1999	127.24
30-Apr-1999	125.83
29-Apr-1999	125.14
28-Apr-1999	123.90
27-Apr-1999	124.73
24-Apr-1999	123.90
23-Apr-1999	125.40
22-Apr-1999	121.51
21-Apr-1999	121.76
20-Apr-1999	120.50
17-Apr-1999	123.42
16-Apr-1999	121.45
15-Apr-1999	117.64
14-Apr-1999	118.31
13-Apr-1999	120.22
10-Apr-1999	119.57
9-Apr-1999	119.57
8-Apr-1999	116.32
7-Apr-1999	115.00
6-Apr-1999	118.45
3-Apr-1999	115.99
2-Apr-1999	112.71
1-Apr-1999	108.69
31-Mar-1999	105.12
30-Mar-1999	104.49
27-Mar-1999	106.85
26-Mar-1999	109.87
25-Mar-1999	106.49
24-Mar-1999	106.50
23-Mar-1999	107.66
20-Mar-1999	101.59
19-Mar-1999	101.62
18-Mar-1999	101.52
17-Mar-1999	99.66
16-Mar-1999	95.42
13-Mar-1999	95.93
12-Mar-1999	96.35
11-Mar-1999	92.68
10-Mar-1999	88.63
9-Mar-1999	83.11
6-Mar-1999	85.30
5-Mar-1999	88.84
4-Mar-1999	91.17
3-Mar-1999	88.37
2-Mar-1999	87.94
27-Feb-1999	89.31
26-Feb-1999	89.19
25-Feb-1999	91.16
24-Feb-1999	90.25
23-Feb-1999	86.95
20-Feb-1999	91.20
19-Feb-1999	90.64
18-Feb-1999	94.37
17-Feb-1999	94.53
13-Feb-1999	99.16
12-Feb-1999	99.27
11-Feb-1999	96.82
10-Feb-1999	97.83
9-Feb-1999	102.51
6-Feb-1999	99.72
5-Feb-1999	96.46
4-Feb-1999	93.55
3-Feb-1999	92.98
2-Feb-1999	91.51
30-Jan-1999	90.13
29-Jan-1999	93.00
28-Jan-1999	94.20
27-Jan-1999	90.73
26-Jan-1999	89.64
23-Jan-1999	88.36
22-Jan-1999	88.36
21-Jan-1999	82.83
20-Jan-1999	78.20
16-Jan-1999	82.33
15-Jan-1999	83.38
14-Jan-1999	85.33
13-Jan-1999	87.71
12-Jan-1999	88.66
9-Jan-1999	90.58
8-Jan-1999	92.70
7-Jan-1999	91.01
6-Jan-1999	93.02
5-Jan-1999	94.58
2-Jan-1999	90.75
1-Jan-1999	85.35
31-Dec-1998	85.35
30-Dec-1998	86.29
29-Dec-1998	86.61
26-Dec-1998	85.81
25-Dec-1998	85.04
24-Dec-1998	85.04
23-Dec-1998	86.38
22-Dec-1998	85.74
19-Dec-1998	90.00
18-Dec-1998	89.43
17-Dec-1998	89.16
16-Dec-1998	95.43
15-Dec-1998	94.75
12-Dec-1998	98.27
11-Dec-1998	95.00
10-Dec-1998	98.21
9-Dec-1998	100.06
8-Dec-1998	99.72
5-Dec-1998	94.00
4-Dec-1998	91.41
3-Dec-1998	95.90
2-Dec-1998	92.47
1-Dec-1998	88.93
28-Nov-1998	92.67
27-Nov-1998	95.00
26-Nov-1998	95.00
25-Nov-1998	90.80
24-Nov-1998	92.95
21-Nov-1998	82.58
20-Nov-1998	80.49
19-Nov-1998	86.29
18-Nov-1998	89.91
17-Nov-1998	88.14
14-Nov-1998	90.24
13-Nov-1998	96.44
12-Nov-1998	90.12
11-Nov-1998	94.77
10-Nov-1998	95.88
7-Nov-1998	98.24
6-Nov-1998	99.10
5-Nov-1998	103.30
4-Nov-1998	110.99
3-Nov-1998	106.96
31-Oct-1998	107.59
30-Oct-1998	111.04
29-Oct-1998	104.55
28-Oct-1998	99.91
27-Oct-1998	92.09
24-Oct-1998	96.38
23-Oct-1998	98.23
22-Oct-1998	96.87
21-Oct-1998	91.49
20-Oct-1998	98.44
17-Oct-1998	97.40
16-Oct-1998	101.89
15-Oct-1998	97.95
14-Oct-1998	104.08
13-Oct-1998	110.26
10-Oct-1998	96.80
9-Oct-1998	88.74
8-Oct-1998	89.79
7-Oct-1998	89.16
6-Oct-1998	98.14
3-Oct-1998	97.07
2-Oct-1998	100.10
1-Oct-1998	109.12
30-Sep-1998	113.66
29-Sep-1998	105.26
26-Sep-1998	128.24
25-Sep-1998	131.93
24-Sep-1998	128.71
23-Sep-1998	126.84
22-Sep-1998	131.05
19-Sep-1998	140.91
18-Sep-1998	134.09
17-Sep-1998	127.83
16-Sep-1998	139.88
15-Sep-1998	140.36
12-Sep-1998	148.94
11-Sep-1998	152.65
10-Sep-1998	151.61
9-Sep-1998	151.68
8-Sep-1998	157.92
5-Sep-1998	160.18
4-Sep-1998	161.22
3-Sep-1998	166.96
2-Sep-1998	166.19
29-Aug-1998	169.53
28-Aug-1998	173.74
27-Aug-1998	174.67
26-Aug-1998	173.64
25-Aug-1998	172.55
22-Aug-1998	176.79
21-Aug-1998	174.29
20-Aug-1998	175.84
19-Aug-1998	173.53
18-Aug-1998	175.39
15-Aug-1998	175.74
14-Aug-1998	179.32
13-Aug-1998	179.30
12-Aug-1998	176.73
11-Aug-1998	173.56
8-Aug-1998	169.55
7-Aug-1998	163.57
6-Aug-1998	164.19
5-Aug-1998	160.64
4-Aug-1998	153.23
1-Aug-1998	156.66
31-Jul-1998	158.95
30-Jul-1998	159.88
29-Jul-1998	157.08
28-Jul-1998	154.40
25-Jul-1998	162.12
24-Jul-1998	159.03
23-Jul-1998	166.26
22-Jul-1998	162.02
21-Jul-1998	166.29
18-Jul-1998	165.15
17-Jul-1998	171.81
16-Jul-1998	172.81
15-Jul-1998	169.64
14-Jul-1998	173.88
11-Jul-1998	172.58
10-Jul-1998	176.63
9-Jul-1998	174.25
8-Jul-1998	179.55
7-Jul-1998	175.16
3-Jul-1998	170.12
2-Jul-1998	168.18
1-Jul-1998	174.68
30-Jun-1998	167.44
27-Jun-1998	170.09
26-Jun-1998	168.26
25-Jun-1998	177.39
24-Jun-1998	173.25
23-Jun-1998	173.16
20-Jun-1998	175.27
19-Jun-1998	180.90
18-Jun-1998	178.75
17-Jun-1998	181.43
16-Jun-1998	176.84
13-Jun-1998	172.37
12-Jun-1998	173.26
11-Jun-1998	180.81
10-Jun-1998	185.64
9-Jun-1998	181.61
6-Jun-1998	185.64
5-Jun-1998	189.43
4-Jun-1998	185.19
3-Jun-1998	185.37
2-Jun-1998	186.10
30-May-1998	188.75
29-May-1998	186.69
28-May-1998	187.01
27-May-1998	186.43
23-May-1998	181.17
22-May-1998	177.05
21-May-1998	178.19
20-May-1998	185.90
19-May-1998	183.60
16-May-1998	187.62
15-May-1998	189.73
14-May-1998	186.26
13-May-1998	189.96
12-May-1998	188.16
9-May-1998	183.45
8-May-1998	185.06
7-May-1998	182.59
6-May-1998	186.66
5-May-1998	184.73
2-May-1998	180.94
1-May-1998	180.00
30-Apr-1998	173.95
29-Apr-1998	175.05
28-Apr-1998	172.24
25-Apr-1998	169.73
24-Apr-1998	168.94
23-Apr-1998	162.89
22-Apr-1998	160.20
21-Apr-1998	168.16
18-Apr-1998	161.04
17-Apr-1998	154.49
16-Apr-1998	153.70
15-Apr-1998	148.38
14-Apr-1998	147.78
11-Apr-1998	147.14
10-Apr-1998	154.55
9-Apr-1998	151.44
8-Apr-1998	152.84
7-Apr-1998	155.89
4-Apr-1998	153.08
3-Apr-1998	151.61
2-Apr-1998	147.49
1-Apr-1998	149.53
31-Mar-1998	143.50
28-Mar-1998	143.01
27-Mar-1998	140.25
26-Mar-1998	145.06
25-Mar-1998	140.98
24-Mar-1998	139.53
20-Mar-1998	133.27
19-Mar-1998	129.67
18-Mar-1998	132.82
17-Mar-1998	126.73
14-Mar-1998	126.61
13-Mar-1998	127.94
12-Mar-1998	126.03
11-Mar-1998	127.35
10-Mar-1998	119.69
7-Mar-1998	122.25
6-Mar-1998	120.93
5-Mar-1998	124.49
4-Mar-1998	124.62
3-Mar-1998	121.73
29-Feb-1998	125.02
28-Feb-1998	129.91
27-Feb-1998	122.96
26-Feb-1998	119.15
25-Feb-1998	119.74
22-Feb-1998	119.46
21-Feb-1998	121.54
20-Feb-1998	123.82
19-Feb-1998	122.18
15-Feb-1998	124.63
14-Feb-1998	127.46
13-Feb-1998	129.40
12-Feb-1998	124.86
11-Feb-1998	129.45
8-Feb-1998	125.48
7-Feb-1998	121.24
6-Feb-1998	122.00
5-Feb-1998	129.36
4-Feb-1998	131.65
1-Feb-1998	133.75
31-Jan-1998	135.36
30-Jan-1998	132.18
29-Jan-1998	131.54
28-Jan-1998	130.01
25-Jan-1998	130.01
24-Jan-1998	135.60
23-Jan-1998	139.07
22-Jan-1998	155.64
18-Jan-1998	161.36
17-Jan-1998	160.89
16-Jan-1998	159.64
15-Jan-1998	169.04
14-Jan-1998	178.78
11-Jan-1998	172.69
10-Jan-1998	178.02
9-Jan-1998	179.40
8-Jan-1998	171.25
7-Jan-1998	177.64
4-Jan-1998	180.05
3-Jan-1998	194.93
2-Jan-1998	194.84
31-Dec-1997	198.08
28-Dec-1997	199.83
27-Dec-1997	198.57
26-Dec-1997	198.95
24-Dec-1997	198.80
21-Dec-1997	193.91
20-Dec-1997	187.21
19-Dec-1997	183.12
18-Dec-1997	182.98
17-Dec-1997	184.40
14-Dec-1997	190.39
13-Dec-1997	191.83
12-Dec-1997	190.86
11-Dec-1997	188.54
10-Dec-1997	194.21
7-Dec-1997	194.30
6-Dec-1997	189.95
5-Dec-1997	185.50
4-Dec-1997	179.81
3-Dec-1997	178.86
30-Nov-1997	182.22
29-Nov-1997	184.29
28-Nov-1997	180.22
27-Nov-1997	174.81
26-Nov-1997	172.54
23-Nov-1997	171.54
21-Nov-1997	168.46
20-Nov-1997	168.85
19-Nov-1997	163.95
